tailid,email,name_nb,name_nn,name_en,url_nb,url_en,orgstructid,orgid,kommunenummer,parentid
35563,kristin.fridtun@ntnu.no,Stedsnavntjenesten for Midt-Norge,Stadsnamntenesta for Midt-Noreg,State Adviser on geographical names for Central Norway,http://www.sprakradet.no/nb-NO/Tema/Stedsnavn/Stedsnavntjenesten/Midt-Norge/,,42,,,26519
35564,astrid.sann.evensen@hum.uit.no,Stedsnavntjenesten for norske navn i Nord-Norge,Stadnamntenesta for norske namn i Nord-Noreg,State Adviser on geographical names for Northern Norway,http://www.sprakradet.no/nb-NO/Tema/Stedsnavn/Stedsnavntjenesten/Nord-Norge/,,42,,,26519
43662,nav.arbeidsraadgivning.hordaland@nav.no,NAV Arbeidsrådgivning Hordaland,NAV Arbeidsrådgivning Hordaland,NAV Arbeidsrådgivning Hordaland,http://www.nav.no/Lokalt/Hordaland/Kontakt+oss/NAV+Arbeidsr%C3%A5dgivning+Hordaland.805321256.cms,,37,,,26064
35565,irene.andreassen@hifm.no,Kvensk stedsnavntjeneste - Paikannimipalvelus ,Kvensk stadnamnteneste - Paikannimipalvelus ,State Adviser on Kven place names ,http://www.sprakradet.no/nb-NO/Tema/Stedsnavn/Stedsnavntjenesten/Kvensk/,,42,,,26519
42657,dps@vestreviken.no,Drammen DPS - distriktspsykiatrisk senter,Drammen DPS - distriktspsykiatrisk senter,Drammen DPS -  District Psychiatric Centre,http://www.vestreviken.no/omoss/avdelinger/klinikk-for-psykisk-helse-og-rus/distriktspsykiatrisk-senter-drammen/Sider/side.aspx,,39,,,32255
43663,nav.kontaktsenter@nav.no,Nav Marked Midt-Rogland,Nav Marked Midt-Rogland,Nav Marked Midt-Rogland,http://www.nav.no/Lokalt/Rogaland,,37,,,26056
44502,postmottak@helse-finnmark.no,DPS Vest-Finnmark - Hammerfest,DPS Vest-Finnmark - Hammerfest,District Psychiatric Centre - Hammerfest,http://www.helse-finnmark.no/vpp-hammerfest/category18467.html,,39,,,
44503,postmottak@helse-finnmark.no,DPS Øst-Finnmark - Kirkenes,DPS Øst-Finnmark - Kirkenes,Øst-Finnmark District Psychiatric Centre - Kirkenes,http://www.helse-finnmark.no/dps-oest-finnmark/category981.html,,39,,,32226
23724,nav.kontaktsenter@nav.no,NAV Mosjøen ,NAV Mosjøen ,NAV Mosjøen,http://www.nav.no/Lokalt/Nordland,http://nav.no/page?id=805312736,37,,,26052
23850,nav.nordreland@nav.no,NAV Nordre Land,NAV Nordre Land,NAV Nordre Land,http://www.nav.no/Lokalt/Oppland,http://nav.no/page?id=805312736,37,,,26054
23841,nav.gjovik@nav.no,NAV Gjøvik,NAV Gjøvik,NAV Gjøvik ,http://www.nav.no/Lokalt/Oppland,http://nav.no/page?id=805312736,37,,,26054
23863,nav.sor-fron@nav.no,NAV Sør-Fron ,NAV Sør-Fron ,NAV Sør-Fron ,http://www.nav.no/Lokalt/Oppland,http://nav.no/page?id=805312736,37,,,26054
44504,dpshamar@sykehuset-innlandet.no,DPS Hamar - avd. Elverum,DPS Hamar - avd. Elverum,Hamar District Psychiatric Centre Elverum,http://www.sykehuset-innlandet.no/omoss/avdelinger/dps-hamar/Sider/enhet.aspx,,39,,,32263
23836,nav.arbeidsradgivning.sogn.og.fjordane@nav.no,NAV Arbeidsrådgivning Sogn og Fjordane,NAV Arbeidsrådgivning Sogn og Fjordane,NAV Career Advice Office (Sogn og Fjordane),http://nav.no/805321620.cms,http://nav.no/page?id=1073743655,36,,,26057
44522,postmottak@helse-bergen.no,Bjørgvin DPS - Knarvik,Bjørgvin DPS - Knarvik,Bjørgvin District Psychiatric Centre - Knarvik,http://www.helse-bergen.no/omoss/avdelinger/bjorgvin-dps/Sider/enhet.aspx,,39,,,
44523,postmottak@helse-berge.no,Kronstad DPS - Årstad,Kronstad DPS - Årstad,Kronstad District Psychiatric Centre - Årstad,http://www.helse-bergen.no/omoss/avdelinger/kronstad-dps/Sider/enhet.aspx,,39,,,32242
44525,post@helse-fonna.no,DPS Folgefonn - Odda,DPS Folgefonn - Odda,Folgefonn District Psychatric Centre - Odda,http://www.helse-fonna.no/omoss/avdelinger/dps-folgefonn/Sider/enhet.aspx,,39,,,32240
23729,nav.kontaktsenter@nav.no,NAV Bardu ,NAV Bardu ,NAV Bardu,http://www.nav.no/Lokalt/Troms,http://nav.no/page?id=805312736,37,,,26060
26492,postmottak@mattilsynet.no,Mattilsynet,Mattilsynet,Norwegian Food Safety Authority,http://www.mattilsynet.no/,"http://www.mattilsynet.no/portal/page?_pageid=54,40103&_dad=portal&_schema=PORTAL&language=english",33,985399077,,20537
33061,fordelingsutvalget@bufdir.no,Fordelingsutvalget,Fordelingsutvalet ,Fordelingsutvalget,http://www.fordelingsutvalget.no/,http://www.fordelingsutvalget.no/English/,42,,,27125
33081,postmottak@stk.uio.no,Senter for tverrfaglig kjønnsforskning,Senter for tverrfaglig kjønnsforskning,Centre for Gender Research,http://www.stk.uio.no/,http://www.stk.uio.no/English/frontpage.html,141,,,
33082,info@prio.no,Institutt for fredsforskning (PRIO),Institutt for fredsforskning (PRIO),"International Peace Research Institute, Oslo",http://www.prio.no/,http://www.prio.no/,141,847353732,,
33083,post@ssmm.no,SSMM - Senter for seksuelt misbrukte menn,SSMM - Senter for seksuelt misbrukte menn,SSMM - Senter for seksuelt misbrukte menn,http://www.ssmm.no,http://www.ssmm.no/In-English.aspx,81,871279772,,
33084,post@smioslo.no,Stiftelsen Støttesenter mot Incest - Oslo,Stiftelsen Støttesenter mot Incest - Oslo,Support centre against incest - Oslo,http://www.sentermotincest.no/,http://www.sentermotincest.no/files/Information_in_English.pdf,82,971492740,,
23989,,Skatt nord Sortland,Skatt nord Sortland,Sortland Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40182
25992,postmottak@hyllestad.kommune.no,Hyllestad kommune,Hyllestad kommune,Hyllestad Municipality,http://www.hyllestad.kommune.no/,,66,,1413,
26198,post@fjaler.kommune.no,Fjaler kommune,Fjaler kommune,Fjaler Municipality,http://www.fjaler.kommune.no/,,66,,1429,
32481,sunnmore.jordskifterett@domstol.no,Sunnmøre jordskifterett,Sunnmøre jordskifterett,Sunnmøre Land Consolidation Court,http://www.domstol.no/Enkelt-domstol/Jordskiftedomstolene/Om-jordskiftedomstolene/Jordskifterettenes-informasjonssider/Sunnmore-jordskifterett/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21417,indre.hordaland.jordskifterett@domstol.no,Indre Hordaland jordskifterett,Indre Hordaland jordskifterett,Indre Hordaland Land Consolidation Court,http://www.jordskifte.no/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
33121,postmottak@kofa.no,KOFA - Klagenemnda for offentlige anskaffelser,KOFA - Klagenemnda for offentlige anskaffelser,KOFA - Klagenemnda for offentlige anskaffelser,http://www.kofa.no,http://www.kofa.no/en/,42,,,
26507,postmottak@nilf.no,Norsk institutt for landbruksøkonomisk forskning,Norsk institutt for landbruksøkonomisk forsking,Norwegian Agricultural Economics Research Institute,http://www.nilf.no/,http://www.nilf.no/Engelsk/Hoved.shtml,58,970954333,,20537
44542,post@helse-forde.no,Pyskiatrisk poliklinikk Florø,Pyskiatrisk poliklinikk Florø,Psyciatric Clinic Florø,http://helse-forde.no/omoss/avdelinger/psykisk_helsevern_for_vaksne/Sider/enhet.aspx,,39,,,32243
26433,,"Oljedirektoratet, avdelingskontor Harstad","Oljedirektoratet, avdelingskontor Harstad",Norwegian Petroleum Directorate - Harstad,,,34,,,
26437,mail@dirmin.no,Direktoratet for mineralforvaltning ,Direktoratet for mineralforvaltning ,Directorate of Mining,http://www.dirmin.no/default.aspx,,33,974760282,,26453
26438,postmottak@justervesenet.no,Justervesenet,Justervesenet,Norwegian Metrology Service,http://www.justervesenet.no/,http://www.justervesenet.no/Modules/english.aspx?ObjectType=Article&ElementID=792&category.ID=897,33,874761192,,26453
26439,ngu@ngu.no,Norges geologiske undersøkelse (NGU),Noregs geologiske undersøking (NGU),Geological Survey of Norway (NGU),http://www.ngu.no/,http://www.ngu.no/en-gb/,38,970188290,,26453
26440,postboks@npd.no,Oljedirektoratet,Oljedirektoratet,Norwegian Petroleum Directorate,http://www.npd.no,http://www.npd.no/en/,33,870917732,,25084
33162,nav.arbeidslivssenter.rogaland@nav.no,"NAV Arbeidslivssenter Rogaland, avd. Nord-Rogaland","NAV Arbeidslivssenter Rogaland, avd. Nord-Rogaland",NAV Employment Support Centre (Rogaland),http://www.nav.no/805321201.cms,http://nav.no/page?id=1073743655,36,,,26056
41346,postmottak@sjofartsdir.no,"Sjøfartsdirektoratet, Stasjon Bodø ","Sjøfartsdirektoratet, Stasjon Bodø ","Norwegian Maritime Directorate, Bodø office",http://www.sjofartsdir.no/no/Om-Sjofartsdirektoratet/Distrikter_og_stasjoner/Distrikt_3/,http://www.sjofartsdir.no/en/,37,,,41342
24045,tromso@fylkesnemnda.no,Fylkesnemnda for barnevern og sosiale saker i Troms og Finnmark,Fylkesnemnda for barnevern og sosiale saker i Troms og Finnmark,Troms & Finnmark County Social Welfare Board,http://www.regjeringen.no/nb/dep/bld/dep/Tilknyttede-virksomheter/Fylkesnemndene-for-sosiale-saker.html?id=418110,http://www.regjeringen.no/en/dep/bld/BLD-arbeider-for-at/Offices-and-agencies-associated-with-the-Ministry-of-Children-and-Equality/County-social-welfare-boards.html?id=418110,39,,,40742
32727,nav.arbeidslivssenter.nord-trondelag@nav.no,NAV Arbeidslivssenter Nord-Trøndelag ,NAV Arbeidslivssenter Nord-Trøndelag ,NAV Employment Support Centre (Nord-Trøndelag) ,http://nav.no/805321428.cms,http://nav.no/page?id=1073743655,36,,,26150
24051,,Skatt sør Hønefoss,Skatt sør Hønefoss,Hønefoss Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40185
24053,,Skatt sør Risør,Skatt sør Risør,Risør Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40185
24057,,Skatt øst Lillestrøm,Skatt øst Lillestrøm,Lillestrøm Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40186
25322,postmottak@sor-varanger.kommune.no,Sør-Varanger kommune,Sør-Varanger kommune,Sør-Varanger Municipality,http://www.sor-varanger.kommune.no,,66,,2030,
25323,post.ostfinnmark@politiet.no,Øst-Finnmark politidistrikt,Øst-Finnmark politidistrikt,Øst-Finnmark Police District,https://www.politi.no/ostfinnmark/,http://www.politi.no/international/,39,984000049,,29872
25324,emb.tallinn@mfa.no,"Ambassaden i Estland, Tallinn","Ambassaden i Estland, Tallinn",Royal Norwegian Embassy in Estonia,http://www.norra.ee,,76,,,26375
25325,postmottak@tana.kommune.no,Tana kommune - Deanu gielda ,Tana kommune - Deanu gielda ,Tana Municipality,http://www.tana.kommune.no,,66,,2025,
25326,emb.tehran@mfa.no,"Ambassaden i Iran, Teheran","Ambassaden i Iran, Teheran",Royal Norwegian Embassy in Iran,http://www.norway-iran.org/Norsk/,http://www.norway-iran.org/Embassy/,76,,,26375
25327,firmapost@teknologisk.no,Teknologisk Institutt AS,Teknologisk Institutt AS,"National Institute of Technology, Norway",http://www.teknologisk.no/,http://www.ti-norway.com/,55,942340680,,26453
25328,emb.telaviv@mfa.no,"Ambassaden i Israel, Tel Aviv ","Ambassaden i Israel, Tel Aviv ",Royal Norwegian Embassy in Israel,http://www.norway.org.il/Norsk/,http://www.norway.org.il/,76,,,26375
25330,postmottak@tranoy.kommune.no,Tranøy kommune,Tranøy kommune,Tranøy Municipality,http://www.tranoy.kommune.no/,,66,944824030,1927,
25331,postmottak@tromsfylke.no,Troms fylkeskommune - Romssa fylkkasuohkan,Troms fylkeskommune - Romssa fylkkasuohkan,Troms County Administration,http://www.tromsfylke.no/,http://www.tromsfylke.no/Forside/English/Aboutus/tabid/309/Default.aspx,59,864870732,1900,
40567,postmottak@dfo.no,Direktoratet for økonomistyring - Trondheim,Direktoratet for økonomistyring - Trondheim,Norwegian Government Agency for Financial Management - Trondheim Office,http://www.dfo.no/,http://dfo.no/no/Om-DFO/Om-DFO/Norwegian-Government-Agency-for-Financial-Management/,36,,,35021
25333,post.troms@politiet.no,Troms politidistrikt,Troms politidistrikt,Troms Police District,https://www.politi.no/troms/,http://www.politi.no/international/,39,974769425,,29872
25213,sentralpost@ostfoldfk.no,Østfold fylkeskommune,Østfold fylkeskommune,Østfold County Administration,http://www.ostfold-f.kommune.no,http://www.ostfold-f.kommune.no/modules/module_123/proxy.asp?D=2&C=377&I=17131&mnusel=1251a,59,842952972,0100,
40582,postmottak@dfo.no,Direktoratet for økonomistyring  - Tromsø,Direktoratet for økonomistyring  - Tromsø,Norwegian Government Agency for Financial Management - Tromsø Office,http://www.dfo.no/,http://dfo.no/no/Om-DFO/Om-DFO/Norwegian-Government-Agency-for-Financial-Management/,36,,,35021
25215,vofo@vofo.no,Voksenopplæringsforbundet,Voksenopplæringsforbundet,Norwegian Association for Adult Education,http://www.vofo.no,http://www.vofo.no/nb/content/norwegian-association-adult-learning-naal,81,971454423,,
25216,postmottak@volda.kommune.no,Volda kommune,Volda kommune,Volda Municipality,http://www.volda.kommune.no,http://www.volda.kommune.no/Modules/theme.aspx?ObjectType=Article&ElementID=638&Category.ID=1640,66,939760946,1519,
25217,postmottak@voss.kommune.no,Voss kommune,Voss kommune,Voss Municipality,http://www.voss.kommune.no/,http://www.voss.kommune.no/artikkel.aspx?MId1=1234&AId=5489,66,960510542,1235,
25218,postmottak@oygarden.kommune.no,Øygarden kommune,Øygarden kommune,Øygarden Municipality,http://www.oygarden.kommune.no,https://www.oygarden.kommune.no/artikkel.aspx?MId1=654&AId=1563,66,938766223,1259,
25219,post@oystre-slidre.kommune.no,Øystre Slidre kommune,Øystre Slidre kommune,Øystre Slidre Municipality,http://www.oystre-slidre.kommune.no/,http://www.oystre-slidre.kommune.no/artikkel.aspx?MId1=1045&AId=1191&back=1,66,961382068,0544,
25220,postmottak@afjord.kommune.no,Åfjord kommune,Åfjord kommune,Åfjord Municipality,http://www.afjord.kommune.no/,http://www.afjord.kommune.no/sitepageview.aspx?sitePageID=2381,66,964982864,1630,
25221,postmottak@alesund.kommune.no,Ålesund kommune,Ålesund kommune,Ålesund Municipality,http://www.alesund.kommune.no/,http://www.alesund.kommune.no/english/english,66,942953119,1504,
25224,vpv.kontakt@mil.no,Vernepliktsverket,Vernepliktsverket,National Service Administration,http://forsvaret.no/om-forsvaret/organisasjon/felles/vpv/Sider/vernepliktsverket.aspx,http://mil.no/organisation/compulsory-military-service/Pages/compulsory-military-service.aspx,58,,,34581
25225,postkasse@verran.kommune.no,Verran kommune,Verran kommune,Verran Municipality,http://www.verran.kommune.no/,http://www.verran.kommune.no/about-the-municipality-of-verran.4532924-116274.html,66,964981981,1724,
25226,met.vest@met.no,Meteorologisk institutt - Værvarslinga på Vestlandet,Meteorologisk institutt - Vervarslinga på Vestlandet,"Norwegian Meteorological Institute, Forecasting Division of Western Norway",http://met.no/Om_oss/?module=Articles;action=Article.publicShow;ID=272,http://met.no/English/,58,,,40902
25227,postmottak@vaf.no,Vest-Agder fylkeskommune,Vest-Agder fylkeskommune,Vest-Agder County Administration,http://www.vaf.no/,http://www.vaf.no/english/,59,960895827,1000,
40583,postmottak@dfo.no,"Direktoratet for økonomistyring  - Tromsø, avdeling Vadsø","Direktoratet for økonomistyring  - Tromsø, avdeling Vadsø",Norwegian Government Agency for Financial Management - Vadsø Office,http://www.dfo.no/,http://dfo.no/no/Om-DFO/Om-DFO/Norwegian-Government-Agency-for-Financial-Management/,36,,,35021
25230,post@vestby.kommune.no,Vestby kommune,Vestby kommune,Vestby Municipality,http://www.vestby.kommune.no/,http://www.vestby.kommune.no/contact-information.86270.no.html,66,943485437,0211,
25231,post.vestfinnmark@politiet.no,Vestfinnmark politidistrikt,Vestfinnmark politidistrikt,Vestfinnmark Police District,https://www.politi.no/vestfinnmark/,http://www.politi.no/international/,39,,,29872
24565,nav.lier@nav.no,NAV Lier ,NAV Lier ,NAV Lier ,http://www.nav.no/Lokalt/Buskerud,http://nav.no/page?id=1073743655,37,,,26144
24566,nav.lierne@nav.no,NAV Lierne,NAV Lierne,NAV Lierne,http://www.nav.no/Lokalt/Nord-Tr%C3%B8ndelag,http://www.nav.no/page?id=805312736,37,,,26150
24570,nav.kontaktsenter@nav.no,NAV Lindås,NAV Lindås,NAV Lindås,http://www.nav.no/Lokalt/Hordaland,http://nav.no/page?id=1073743655,37,,,26064
24571,nav.kontaktsenter@nav.no,NAV Lom ,NAV Lom ,NAV Lom ,http://www.nav.no/Lokalt/Oppland,http://www.nav.no/page?id=1073743655,37,,,26054
24572,nav.kontaktsenter@nav.no,NAV Loppa ,NAV Loppa ,NAV Loppa ,http://www.nav.no/Lokalt/Finnmark,http://www.nav.no/page?id=805312736,37,,,26097
24232,nav.kontaktsenter@nav.no,NAV Vadsø,NAV Vadsø,NAV Vadsø,http://www.nav.no/Lokalt/Finnmark,http://www.nav.no/page?id=805312736,37,,,26097
24233,nav.kontaktsenter@nav.no,NAV Vaksdal ,NAV Vaksdal ,NAV Vaksdal ,http://www.nav.no/Lokalt/Hordaland,http://www.nav.no/page?id=805312736,37,,,26064
24234,nav.vagsoy@nav.no,NAV Vågsøy,NAV Vågsøy,NAV Vågsøy ,http://www.nav.no/Lokalt/Sogn+og+Fjordane,http://www.nav.no/page?id=805312736,37,,,26057
28148,nav.hms.nord-trondelag@nav.no,NAV Hjelpemiddelsentral Nord-Trøndelag,NAV Hjelpemiddelsentral Nord-Trøndelag,NAV Nord-Trøndelag Assistive Technology Centre,http://www.nav.no/805321430.cms,http://www.nav.no/English,36,,,26150
28149,nav.hjelpemiddelsentral.oppland@nav.no,NAV Hjelpemiddelsentral Oppland,NAV Hjelpemiddelsentral Oppland,NAV Oppland Assistive Technology Centre ,http://www.nav.no/805320976.cms,http://www.nav.no/English,36,,,26054
28151,nav.hms.rogaland@nav.no,NAV Hjelpemiddelsentral Rogaland,NAV Hjelpemiddelsentral Rogaland,NAV Rogaland Assistive Technology Centre ,http://www.nav.no/805321203.cms,http://www.nav.no/English,36,,,26056
28152,nav.hms.sognogfjordane@nav.no,NAV Hjelpemiddelsentral Sogn og Fjordane,NAV Hjelpemiddelsentral Sogn og Fjordane,NAV Sogn og Fjordane Assistive Technology Centre,http://www.nav.no/805321621.cms,http://www.nav.no/English,36,,,26057
28153,nav.hms.sor-trondelag@nav.no,NAV Hjelpemiddelsentral Sør-Trøndelag,NAV Hjelpemiddelsentral Sør-Trøndelag,NAV Sør-Trøndelag Assistive Technology Centre ,http://www.nav.no/Helse/Hjelpemidler/NAV+Hjelpemiddelsentral/NAV+Hjelpemiddelsentral+Oslo+og+Akershus/Kontaktinformasjon/NAV+Hjelpemiddelsentral+Oslo.805320894.cms,http://www.nav.no/English,36,,,26058
28343,postmottak@bya.oslo.kommune.no,"Oslo kommune, byantikvaren","Oslo kommune, byantikvaren","City of Oslo, Cultural Heritage Management Office",http://www.byantikvaren.oslo.kommune.no,http://www.byantikvaren.oslo.kommune.no/information_in_english/,68,976819993,,25703
28344,postmottak.byarkivet@kul.oslo.kommune.no,"Oslo kommune, byarkivet","Oslo kommune, byarkivet","City of Oslo, City Archives",http://www.byarkivet.oslo.kommune.no/,http://www.bar.oslo.kommune.no/OBA/english.asp,68,,,42042
28357,postmottak@nae.oslo.kommune.no,"Oslo kommune, næringsetaten","Oslo kommune, næringsetaten","City of Oslo, Agency for Business Development Services",http://www.naringsetaten.oslo.kommune.no/,http://www.naringsetaten.oslo.kommune.no/english/,68,979594887,,25703
28360,post@opf.no,Oslo Pensjonsforsikring ,Oslo Pensjonsforsikring ,Oslo Pensjonsforsikring ,http://www.opf.no/,,74,982759412,,25703
28362,kundesenteret@pbe.oslo.kommune.no,"Oslo kommune, plan- og bygningsetaten","Oslo kommune, plan- og bygningsetaten","City of Oslo, Agency for Planning and Building Services",http://www.plan-og-bygningsetaten.oslo.kommune.no/,,68,971040823,,25703
28364,postmottak@rme.oslo.kommune.no,"Oslo kommune, rusmiddeletaten","Oslo kommune, rusmiddeletaten","City of Oslo, Agency for Alcohol and Drug Addiction Services",http://www.rusmiddeletaten.oslo.kommune.no/,,68,976820061,,25703
21934,nord.gudbrandsdal.jordskifterett@domstol.no,Nord-Gudbrandsdal jordskifterett,Nord-Gudbrandsdal jordskifterett,Nord-Gudbrandsdal Land Consolidation Court,http://www.jordskifte.no/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21942,nedre-buskerud.jordskifterett@domstol.no,Nedre Buskerud jordskifterett,Nedre Buskerud jordskifterett,Nedre Buskerud Land Consolidation Court,http://www.jordskifte.no/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21955,jkonpost@domstol.no,Glåmdal jordskifterett,Glåmdal jordskifterett,Glåmdal Land Consolidation Court,http://www.jordskifte.no/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21956,nord-osterdal.jordskifterett@domstol.no,Nord-Østerdal jordskifterett,Nord-Østerdal jordskifterett,Nord-Østerdal Land Consolidation Court,http://www.domstol.no/jtyn,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21957,jlhmpost@domstol.no,Vestoppland og Sør-Gudbrandsdal jordskifterett,Vestoppland og Sør-Gudbrandsdal jordskifterett,Vestoppland og Sør-Gudbrandsdal Land Consolidation Court,http://www.domstol.no/Jordskifte-enkelt-domstol/Vestoppland-og-Sor-Gudbrandsdal-jordskifterett/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21341,post@unn.no,Universitetssykehuset Nord-Norge Harstad ,Universitetssykehuset Nord-Norge Harstad ,Universitetssykehuset Nord-Norge Harstad ,http://www.unn.no,,39,,,41202
21344,nord-trondelag.jordskifterett@domstol.no,Nord-Trøndelag jordskifterett,Nord-Trøndelag jordskifterett,Nord-Trøndelag Land Consolidation Court,http://www.domstol.no/Enkelt-domstol/Jordskiftedomstolene/Om-jordskiftedomstolene/Jordskifterettenes-informasjonssider/Nord-Trondelag-jordskifterett/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21348,jsorpost@domstol.no,Lofoten og Vesterålen jordskifterett,Lofoten og Vesterålen jordskifterett,Lofoten og Vesterålen Land Consolidation Court,http://www.jordskifte.no/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21351,postmottak@helse-finnmark.no,"Helse Finnmark, Klinikk Kirkenes","Helse Finnmark, Klinikk Kirkenes","Helse Finnmark, Klinikk Kirkenes",http://www.helse-finnmark.no/,,39,,,32226
21354,indre.sogn.jordskifterett@domstol.no,Indre Sogn jordskifterett,Indre Sogn jordskifterett,Indre Sogn Land Consolidation Court,http://www.jordskifte.no/,http://www.domstol.no/DAtemplates/Article____3929.aspx?epslanguage=NO&otherlanguage=true,21,,,40944
21359,nordfjord.jordskifterett@domstol.no,Nordfjord jordskifterett,Nordfjord jordskifterett,Nordfjord Land Consolidation Court,http://www.domstol.no/Jordskifte-enkelt-domstol/Nordfjord-jordskifterett/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21363,romsdal.jordskifterett@domstol.no,Romsdal  jordskifterett,Romsdal  jordskifterett,Romsdal Land Consolidation Court,http://www.domstol.no/Enkelt-domstol/The-land-consolidation-court-of-Norway/Om-jordskiftedomstolene/Jordskifterettenes-informasjonssider/Romsdal-jordskifterett/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21366,post@helse-fonna.no,Helse Fonna HF Odda sjukehus,Helse Fonna HF Odda sjukehus,Helse Fonna HF Odda sjukehus,http://www.helse-fonna.no,,39,,,32240
28367,postmottak@tht.oslo.kommune.no,"Oslo kommune, tannhelsetjenesten Oslo KF","Oslo kommune, tannhelsetjenesten Oslo KF","City of Oslo, Dental Health Services",http://www.tannhelsetjenesten.oslo.kommune.no/category.php?categoryID=9209,,74,,,25703
21476,post.mhpd@politiet.no,Kvæfjord lensmannskontor,Kvæfjord lensmannskontor,Kvæfjord Police Station (lensmann) ,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_273.xhtml,https://www.politi.no/international/,39,,,25587
28369,postmottak@vav.oslo.kommune.no,"Oslo kommune, vann- og avløpsetaten ","Oslo kommune, vann- og avløpsetaten ","City of Oslo, Agency for Water and Sewerage Works",http://www.vann-og-avlopsetaten.oslo.kommune.no/,,68,971185589,,25703
28378,postmottak@nlsh.no,Nordlandssykehuset Lofoten ,Nordlandssykehuset Lofoten ,Norldan Hospital Bodø,http://www.nordlandssykehuset.no,,39,,,32229
28379,post@unn.no,Universitetssykehuset Nord-Norge HF Narvik ,Universitetssykehuset Nord-Norge HF Narvik ,Universitetssykehuset Nord-Norge HF Narvik ,http://www.unn.no/narvik-sykehus/category20628.html,,39,,,41202
28380,administrasjon@helgelandssykehuset.no,Helgelandssykehuset Mo i Rana,Helgelandssjukehuset Mo i Rana,Helgeland Hospital Mo i Rana,http://www.helgelandssykehuset.no/,,39,,,32230
28381,administrasjon@helgelandssykehuset.no,Helgelandssykehuset Sandnessjøen,Helgelandssjukehuset Sandnessjøen,Helgeland Hospital Sandnessjøen,http://www.helgelandssykehuset.no,,39,,,32230
43664,nav.kontaktsenter@nav.no,Nav Marked Nord-Rogaland,Nav Marked Nord-Rogaland,Nav Marked Nord-Rogaland,http://www.nav.no/Lokalt/Rogaland,,37,,,26056
35567,terje.larsen@iln.uio.no,Klagenemnda for stedsnavnsaker,Klagenemnda for stadnamnsaker,Geographical Names Committee,http://www.sprakrad.no/nb-NO/Tema/Stedsnavn/Skrivematen-av-stedsnavn/Klagenemnda-for-stedsnavnsaker/,,42,,,26519
35721,servicekontoret@verdal.kommune.no,Servicekontoret i Verdal kommune,Servicekontoret i Verdal kommune,Verdal One-Stop Public Service Centre,http://www.verdal.kommune.no/GLOBALMENY1/Kontakt-oss/,,73,,,25253
35761,servicekontoret@vestnes.kommune.no,Servicekontoret i Vestnes kommune,Servicekontoret i Vestnes kommune,Vestnes One-Stop Public Service Centre,http://www.vestnes.kommune.no/Modules/theme.aspx?ObjectType=Article&ElementID=1039&Category.ID=547&NewsCategory.ID=1078;&PersonCategory.ID=1004,http://www.vestnes.kommune.no/Modules/Theme.aspx?ObjectType=Article&ElementID=2213&Category.ID=1724,73,,,25234
43665,nav.rogland.marked.sor@nav.no,Nav Marked Sør-Rogaland,Nav Marked Sør-Rogaland,Nav Marked Sør-Rogaland,http://www.nav.no/Lokalt/Rogaland,,37,,,26056
27536,postmottak@dirnat.no,Statens naturoppsyn,Statens naturoppsyn,Statens naturoppsyn,http://www.dirnat.no/content.ap?thisId=2425,,34,,,26456
40704,eures@nav.no,NAV EURES Østfold,NAV EURES Østfold,European Employment Services (EURES) in Østfold,http://www.nav.no/page?id=948,http://www.nav.no/English,36,,,26066
24774,nav.kontaktsenter@nav.no,NAV Evenes og Tjeldsund,NAV Evenes og Tjeldsund,NAV Evenes og Tjeldsund,http://www.nav.no/Lokalt/Nordland,http://www.nav.no/page?id=805312736,37,993991481,,26052
24728,nav.kontaktsenter@nav.no,NAV Gildeskål,NAV Gildeskål,NAV Gildeskål,http://www.nav.no/Lokalt/Nordland,http://www.nav.no/page?id=805312736,37,,,26052
